Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Male,2014,9.77,Units,"Rate per 100,000 of Population",Estimated value,Free,8,11.97,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Male,2015,9.03,Units,"Rate per 100,000 of Population",Estimated value,Free,7.45,11.08,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Male,2016,8.57,Units,"Rate per 100,000 of Population",Estimated value,Free,7.05,10.45,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Male,2017,7.17,Units,"Rate per 100,000 of Population",Estimated value,Free,5.81,8.71,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Male,2018,5.86,Units,"Rate per 100,000 of Population",Estimated value,Free,4.73,7.17,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Male,2019,4.68,Units,"Rate per 100,000 of Population",Estimated value,Free,3.66,5.82,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Male,2020,3.72,Units,"Rate per 100,000 of Population",Estimated value,Free,2.89,4.63,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Male,2021,2.9,Units,"Rate per 100,000 of Population",Estimated value,Free,2.16,3.72,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Male,2022,2.39,Units,"Rate per 100,000 of Population",Estimated value,Free,1.77,3.22,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Male,2023,2.06,Units,"Rate per 100,000 of Population",Estimated value,Free,1.52,2.87,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Total,2010,12.05,Units,"Rate per 100,000 of Population",Estimated value,Free,9.69,14.64,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Total,2011,12.17,Units,"Rate per 100,000 of Population",Estimated value,Free,9.88,14.81,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Total,2012,11.55,Units,"Rate per 100,000 of Population",Estimated value,Free,9.35,14.09,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Total,2013,10.57,Units,"Rate per 100,000 of Population",Estimated value,Free,8.4,12.86,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Total,2014,9.74,Units,"Rate per 100,000 of Population",Estimated value,Free,7.67,11.85,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Total,2015,9.01,Units,"Rate per 100,000 of Population",Estimated value,Free,7.14,10.96,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Total,2016,8.61,Units,"Rate per 100,000 of Population",Estimated value,Free,6.8,10.55,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Total,2017,7.15,Units,"Rate per 100,000 of Population",Estimated value,Free,5.52,8.69,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Total,2018,5.77,Units,"Rate per 100,000 of Population",Estimated value,Free,4.39,7.17,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Total,2019,4.64,Units,"Rate per 100,000 of Population",Estimated value,Free,3.48,5.85,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Total,2020,3.8,Units,"Rate per 100,000 of Population",Estimated value,Free,2.76,4.82,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Total,2021,3,Units,"Rate per 100,000 of Population",Estimated value,Free,2.11,3.94,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Total,2022,2.48,Units,"Rate per 100,000 of Population",Estimated value,Free,1.73,3.33,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",Total,2023,2.15,Units,"Rate per 100,000 of Population",Estimated value,Free,1.48,2.92,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Female,2010,770,Units,Number,Estimated value,Free,<200,1300,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Female,2011,780,Units,Number,Estimated value,Free,<200,1300,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Female,2012,780,Units,Number,Estimated value,Free,<200,1300,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Female,2013,780,Units,Number,Estimated value,Free,<200,1400,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Female,2014,780,Units,Number,Estimated value,Free,<200,1400,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Female,2015,790,Units,Number,Estimated value,Free,<200,1300,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Female,2016,790,Units,Number,Estimated value,Free,<200,1300,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Female,2017,770,Units,Number,Estimated value,Free,<200,1300,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Female,2018,710,Units,Number,Estimated value,Free,<200,1300,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Female,2019,660,Units,Number,Estimated value,Free,<200,1200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Female,2020,580,Units,Number,Estimated value,Free,<200,1000,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Female,2021,530,Units,Number,Estimated value,Free,<200,960,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Female,2022,510,Units,Number,Estimated value,Free,<100,940,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Female,2023,<500,Units,Number,Estimated value,Free,<100,940,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Male,2010,<200,Units,Number,Estimated value,Free,<100,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Male,2011,<200,Units,Number,Estimated value,Free,<100,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Male,2012,<200,Units,Number,Estimated value,Free,<100,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Male,2013,<200,Units,Number,Estimated value,Free,<100,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Male,2014,<200,Units,Number,Estimated value,Free,<100,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Male,2015,<200,Units,Number,Estimated value,Free,<100,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Male,2016,<200,Units,Number,Estimated value,Free,<100,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Male,2017,<200,Units,Number,Estimated value,Free,<100,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Male,2018,<200,Units,Number,Estimated value,Free,<100,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Male,2019,<200,Units,Number,Estimated value,Free,<100,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Male,2020,<100,Units,Number,Estimated value,Free,<100,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Male,2021,<100,Units,Number,Estimated value,Free,<100,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Male,2022,<100,Units,Number,Estimated value,Free,<100,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Male,2023,<100,Units,Number,Estimated value,Free,<100,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Total,2010,950,Units,Number,Estimated value,Free,<200,1700,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Total,2011,960,Units,Number,Estimated value,Free,<200,1700,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Total,2012,950,Units,Number,Estimated value,Free,<200,1700,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Total,2013,940,Units,Number,Estimated value,Free,<200,1700,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Total,2014,940,Units,Number,Estimated value,Free,<200,1700,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Total,2015,940,Units,Number,Estimated value,Free,<200,1600,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Total,2016,940,Units,Number,Estimated value,Free,<200,1700,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Total,2017,910,Units,Number,Estimated value,Free,<200,1600,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Total,2018,840,Units,Number,Estimated value,Free,<200,1500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Total,2019,780,Units,Number,Estimated value,Free,<200,1500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Total,2020,680,Units,Number,Estimated value,Free,<200,1300,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Total,2021,620,Units,Number,Estimated value,Free,<200,1200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Total,2022,590,Units,Number,Estimated value,Free,<200,1200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,Estimated number of new HIV infections,Total,2023,570,Units,Number,Estimated value,Free,<200,1200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,10 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Female,2010,1.44,Units,"Rate per 1,000 of Population",Estimated value,Free,0.26,2.42,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Female,2011,1.44,Units,"Rate per 1,000 of Population",Estimated value,Free,0.24,2.45,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Female,2012,1.43,Units,"Rate per 1,000 of Population",Estimated value,Free,0.24,2.48,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Female,2013,1.42,Units,"Rate per 1,000 of Population",Estimated value,Free,0.23,2.47,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Female,2014,1.42,Units,"Rate per 1,000 of Population",Estimated value,Free,0.23,2.48,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Female,2015,1.42,Units,"Rate per 1,000 of Population",Estimated value,Free,0.23,2.4,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Female,2016,1.41,Units,"Rate per 1,000 of Population",Estimated value,Free,0.24,2.4,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
Haiti,"Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Female,2017,1.37,Units,"Rate per 1,000 of Population",Estimated value,Free,0.24,2.35,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2024 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2023,15 to 19 years old
